Date,Open,High,Low,Close,Adj Close,Volume
27-05-2014,61.619999,63.509998,61.57,63.48,63.48,55682000
28-05-2014,63.389999,64.139999,62.619999,63.509998,63.509998,47795000
29-05-2014,63.84,64.300003,63.509998,63.830002,63.830002,42700000
30-05-2014,63.950001,64.169998,62.560001,63.299999,63.299999,45253500
02-06-2014,63.23,63.59,62.049999,63.080002,63.080002,35996000
03-06-2014,62.619999,63.419998,62.32,62.869999,62.869999,32217000
04-06-2014,62.450001,63.59,62.07,63.34,63.34,36514000
05-06-2014,63.66,64.360001,62.82,63.189999,63.189999,47352000
06-06-2014,63.369999,63.48,62.150002,62.5,62.5,42442000
09-06-2014,62.400002,63.34,61.790001,62.880001,62.880001,37617000
10-06-2014,63.529999,65.82,63.5,65.769997,65.769997,69338000
11-06-2014,65.32,65.800003,64.900002,65.779999,65.779999,44242000
12-06-2014,65.849998,66.470001,64.059998,64.290001,64.290001,55730000
13-06-2014,64.699997,64.970001,63.830002,64.5,64.5,29419000
16-06-2014,64.160004,64.879997,63.75,64.190002,64.190002,31046000
17-06-2014,64.099998,64.879997,63.93,64.400002,64.400002,27715000
18-06-2014,64.489998,65.75,64.050003,65.599998,65.599998,35570000
19-06-2014,65.459999,65.580002,64.209999,64.339996,64.339996,34245000
20-06-2014,64.459999,64.809998,63.349998,64.5,64.5,46466000
23-06-2014,64.32,65.660004,64.220001,65.370003,65.370003,34560000
24-06-2014,65.360001,67.169998,65.269997,65.720001,65.720001,57335000
25-06-2014,65.580002,67.480003,65.57,67.440002,67.440002,44308000
26-06-2014,68,68,66.900002,67.129997,67.129997,47714000
27-06-2014,67.309998,67.699997,66.839996,67.599998,67.599998,46461000
30-06-2014,67.459999,67.919998,67.129997,67.290001,67.290001,27102800
01-07-2014,67.580002,68.440002,67.389999,68.059998,68.059998,33243000
02-07-2014,68.040001,68.300003,65.790001,66.449997,66.449997,41895000
03-07-2014,66.860001,67,65.760002,66.290001,66.290001,25203200
07-07-2014,66.300003,66.57,65.120003,65.290001,65.290001,28745000
08-07-2014,65.059998,65.559998,62.209999,62.759998,62.759998,68926000
09-07-2014,63.41,65.120003,63.150002,64.970001,64.970001,51432000
10-07-2014,63.310001,65.339996,63.049999,64.870003,64.870003,44422000
11-07-2014,65.279999,66.589996,64.790001,66.339996,66.339996,39212000
14-07-2014,67.129997,68.169998,66.900002,67.900002,67.900002,38537000
15-07-2014,67.959999,68.089996,66.260002,67.169998,67.169998,44213200
16-07-2014,67.540001,67.940002,67.07,67.660004,67.660004,29541600
17-07-2014,67.029999,67.849998,66.040001,66.410004,66.410004,38188000
18-07-2014,66.800003,68.459999,66.160004,68.419998,68.419998,42456000
21-07-2014,68.809998,69.959999,68.5,69.400002,69.400002,49539000
22-07-2014,69.760002,69.769997,68.610001,69.269997,69.269997,40398000
23-07-2014,69.739998,71.330002,69.610001,71.290001,71.290001,78435000
24-07-2014,75.959999,76.739998,74.510002,74.980003,74.980003,124168000
25-07-2014,74.989998,75.669998,74.660004,75.190002,75.190002,45917000
28-07-2014,75.169998,75.5,73.849998,74.919998,74.919998,41725000
29-07-2014,74.720001,74.919998,73.419998,73.709999,73.709999,41324000
30-07-2014,74.209999,75.190002,74.129997,74.68,74.68,36853000
31-07-2014,74,74.169998,72.440002,72.650002,72.650002,43992000
01-08-2014,72.220001,73.220001,71.550003,72.360001,72.360001,43535000
04-08-2014,72.360001,73.879997,72.360001,73.510002,73.510002,30777000
05-08-2014,73.199997,73.589996,72.18,72.690002,72.690002,34986000
06-08-2014,72.019997,73.720001,71.790001,72.470001,72.470001,30986000
07-08-2014,73,74,72.699997,73.169998,73.169998,38141000
08-08-2014,73.400002,73.43,72.559998,73.059998,73.059998,27202000
11-08-2014,73.459999,73.910004,73.059998,73.440002,73.440002,24591000
12-08-2014,73.089996,73.330002,72.220001,72.830002,72.830002,27419000
13-08-2014,73.120003,74.25,73.050003,73.769997,73.769997,29266000
14-08-2014,73.970001,74.379997,73.690002,74.300003,74.300003,22207000
15-08-2014,74.32,74.650002,73,73.629997,73.629997,38846600
18-08-2014,74,74.720001,73.959999,74.589996,74.589996,23974000
19-08-2014,74.809998,75.580002,74.510002,75.290001,75.290001,26679000
20-08-2014,74.970001,75.18,74.620003,74.809998,74.809998,22917000
21-08-2014,74.919998,75.190002,74.410004,74.57,74.57,20102000
22-08-2014,74.339996,74.730003,73.57,74.57,74.57,20897000
25-08-2014,74.940002,75.279999,74.790001,75.019997,75.019997,19734000
26-08-2014,75,75.989998,74.730003,75.959999,75.959999,23993000
27-08-2014,75.269997,75.489998,74.459999,74.629997,74.629997,36323000
28-08-2014,74,74.43,73.730003,73.860001,73.860001,21947000
29-08-2014,74.300003,74.82,74.010002,74.82,74.82,26241000
02-09-2014,75.010002,76.699997,74.82,76.68,76.68,34979000
03-09-2014,77.139999,77.480003,75.599998,75.830002,75.830002,32389000
04-09-2014,75.889999,76.93,75.529999,75.949997,75.949997,26676000
05-09-2014,76.099998,77.379997,75.599998,77.260002,77.260002,29476000
08-09-2014,77.260002,78.169998,77.010002,77.889999,77.889999,28183000
09-09-2014,77.589996,78.169998,76.199997,76.669998,76.669998,28882000
10-09-2014,76.519997,77.949997,76.510002,77.43,77.43,29909000
11-09-2014,77.129997,78.360001,77.050003,77.919998,77.919998,32219000
12-09-2014,78.019997,78.300003,77.099998,77.480003,77.480003,26676800
15-09-2014,77.150002,77.25,73.43,74.580002,74.580002,49679000
16-09-2014,73.519997,76.230003,73.07,76.080002,76.080002,37742000
17-09-2014,75.959999,77.25,75.57,76.43,76.43,28693000
18-09-2014,76.769997,77.330002,76.519997,77,77,23031000
19-09-2014,77.400002,78.300003,76.440002,77.910004,77.910004,76671000
22-09-2014,77,77.529999,75.949997,76.800003,76.800003,31961000
23-09-2014,76.330002,78.629997,76.040001,78.290001,78.290001,36814000
24-09-2014,78.099998,78.620003,77.510002,78.540001,78.540001,30680000
25-09-2014,78.599998,78.940002,77.129997,77.220001,77.220001,37533000
26-09-2014,77.589996,78.839996,77.330002,78.790001,78.790001,28872000
29-09-2014,78.120003,79.199997,77.910004,79,79,34031000
30-09-2014,79.349998,79.709999,78.599998,79.040001,79.040001,35899000
01-10-2014,78.779999,78.82,75.900002,76.550003,76.550003,55090000
02-10-2014,76.57,77.480003,75.639999,77.080002,77.080002,36488000
03-10-2014,77.760002,78.059998,77.260002,77.440002,77.440002,23340000
06-10-2014,77.190002,77.889999,76.849998,77.559998,77.559998,25729000
07-10-2014,77.050003,77.949997,76.239998,76.290001,76.290001,25317000
08-10-2014,76.18,77.709999,75.099998,77.519997,77.519997,32976000
09-10-2014,77.279999,77.760002,75.849998,75.910004,75.910004,32487000
10-10-2014,75.589996,76.5,72.760002,72.910004,72.910004,52146000
13-10-2014,73.230003,74.779999,72.519997,72.989998,72.989998,43938000
14-10-2014,74,74.18,72.050003,73.589996,73.589996,50299000
15-10-2014,71.690002,73.800003,70.32,73.209999,73.209999,61528000
16-10-2014,70.790001,73.349998,70.580002,72.629997,72.629997,53529000
17-10-2014,74.230003,76,73.75,75.949997,75.949997,76342000
20-10-2014,75.599998,77.089996,75.379997,76.949997,76.949997,34701000
21-10-2014,77.559998,78.739998,77.150002,78.690002,78.690002,32252000
22-10-2014,78.82,79.849998,78.010002,78.370003,78.370003,41862000
23-10-2014,79.379997,80.629997,79.010002,80.040001,80.040001,35056000
24-10-2014,80.199997,80.82,79.32,80.669998,80.669998,32248000
27-10-2014,80.739998,80.800003,79.760002,80.279999,80.279999,30169000
28-10-2014,80.18,81.160004,79.57,80.769997,80.769997,74212000
29-10-2014,75.449997,76.879997,74.779999,75.860001,75.860001,106120000
30-10-2014,75.050003,75.349998,72.900002,74.110001,74.110001,83270000
31-10-2014,74.93,75.699997,74.449997,74.989998,74.989998,44544000
03-11-2014,75.470001,75.519997,73.699997,73.879997,73.879997,40727000
04-11-2014,74.230003,75.769997,73.650002,75.760002,75.760002,39326000
05-11-2014,76.510002,76.800003,74.419998,74.830002,74.830002,35913000
06-11-2014,74.889999,75.599998,74.309998,75.260002,75.260002,21383000
07-11-2014,75.389999,75.860001,75.019997,75.599998,75.599998,20774000
10-11-2014,75.360001,75.480003,74.610001,75,75,21575100
11-11-2014,74.949997,74.980003,74.029999,74.610001,74.610001,18715700
12-11-2014,74.279999,75.139999,73.540001,74.720001,74.720001,26536600
13-11-2014,74.739998,75.239998,73.639999,74.25,74.25,26448500
14-11-2014,74.269997,74.93,74.040001,74.879997,74.879997,19476900
17-11-2014,74.879997,75.660004,73.879997,74.239998,74.239998,28701200
18-11-2014,74.449997,74.800003,73.900002,74.339996,74.339996,20690500
19-11-2014,74.010002,74.540001,73.110001,73.330002,73.330002,25441200
20-11-2014,72.800003,73.989998,72.510002,73.599998,73.599998,19154900
21-11-2014,74.5,74.5,73.5,73.75,73.75,23060400
24-11-2014,73.540001,74.349998,73.349998,74.010002,74.010002,22103800
25-11-2014,74.209999,75.739998,74.129997,75.629997,75.629997,32250200
26-11-2014,75.529999,77.779999,75.510002,77.620003,77.620003,32695300
28-11-2014,77.669998,78.269997,77.230003,77.699997,77.699997,15992000
01-12-2014,77.260002,77.309998,74.800003,75.099998,75.099998,31789900
02-12-2014,75.330002,75.910004,75.040001,75.459999,75.459999,16773900
03-12-2014,75.379997,75.730003,74.400002,74.879997,74.879997,16689900
04-12-2014,74.830002,75.550003,74.660004,75.239998,75.239998,14362800
05-12-2014,75.800003,76.760002,75.360001,76.360001,76.360001,24306400
08-12-2014,76.18,77.25,75.400002,76.519997,76.519997,25733900
09-12-2014,75.199997,76.93,74.779999,76.839996,76.839996,25358600
10-12-2014,76.650002,77.550003,76.07,76.18,76.18,32210500
11-12-2014,76.519997,78.519997,76.480003,77.730003,77.730003,33462100
12-12-2014,77.160004,78.879997,77.019997,77.830002,77.830002,28091600
15-12-2014,78.459999,78.580002,76.559998,76.989998,76.989998,29396500
16-12-2014,76.190002,77.389999,74.589996,74.690002,74.690002,31554600
17-12-2014,75.010002,76.410004,74.900002,76.110001,76.110001,29203900
18-12-2014,76.889999,78.400002,76.510002,78.400002,78.400002,34222100
19-12-2014,78.75,80,78.330002,79.879997,79.879997,43335000
22-12-2014,80.080002,81.889999,80,81.449997,81.449997,31395800
23-12-2014,82.019997,82.169998,80.400002,80.610001,80.610001,19865800
24-12-2014,81.029999,81.43,80.75,80.769997,80.769997,7685500
26-12-2014,81.019997,81.279999,80.510002,80.779999,80.779999,10647400
29-12-2014,80.489998,80.959999,79.709999,80.019997,80.019997,14134700
30-12-2014,79.849998,80.589996,79.099998,79.220001,79.220001,14370800
31-12-2014,79.540001,79.800003,77.860001,78.019997,78.019997,19935400
02-01-2015,78.580002,78.93,77.699997,78.449997,78.449997,18177500
05-01-2015,77.980003,79.25,76.860001,77.190002,77.190002,26452200
06-01-2015,77.230003,77.589996,75.360001,76.150002,76.150002,27399300
07-01-2015,76.760002,77.360001,75.82,76.150002,76.150002,22045300
08-01-2015,76.739998,78.230003,76.080002,78.18,78.18,23961000
09-01-2015,78.199997,78.620003,77.199997,77.739998,77.739998,21157000
12-01-2015,77.839996,78,76.209999,76.720001,76.720001,19190200
13-01-2015,77.230003,78.080002,75.849998,76.449997,76.449997,25179600
14-01-2015,76.419998,77.199997,76.029999,76.279999,76.279999,25741000
15-01-2015,76.400002,76.57,73.540001,74.050003,74.050003,34134000
16-01-2015,74.040001,75.32,73.839996,75.18,75.18,21791500
20-01-2015,75.720001,76.309998,74.82,76.239998,76.239998,22821600
21-01-2015,76.160004,77.300003,75.849998,76.739998,76.739998,25096700
22-01-2015,77.169998,77.75,76.68,77.650002,77.650002,19519500
23-01-2015,77.650002,78.190002,77.040001,77.830002,77.830002,16746500
26-01-2015,77.980003,78.470001,77.290001,77.5,77.5,19260800
27-01-2015,76.709999,76.879997,75.629997,75.779999,75.779999,20110000
28-01-2015,76.900002,77.639999,76,76.239998,76.239998,53306400
29-01-2015,76.849998,78.019997,74.209999,78,78,61293500
30-01-2015,78,78.160004,75.75,75.910004,75.910004,42649500
02-02-2015,76.110001,76.139999,73.75,74.989998,74.989998,41955300
03-02-2015,75.190002,75.580002,73.860001,75.400002,75.400002,26957700
04-02-2015,75.089996,76.349998,75.010002,75.629997,75.629997,20277400
05-02-2015,75.709999,75.980003,75.209999,75.610001,75.610001,15062600
06-02-2015,75.68,75.699997,74.25,74.470001,74.470001,21211000
09-02-2015,74.050003,74.830002,73.449997,74.440002,74.440002,16194300
10-02-2015,74.849998,75.339996,74.5,75.190002,75.190002,15811300
11-02-2015,75.089996,76.75,75.029999,76.510002,76.510002,20877400
12-02-2015,76.860001,76.870003,75.889999,76.230003,76.230003,17235000
13-02-2015,76.459999,76.480003,75.5,75.739998,75.739998,18621900
17-02-2015,75.300003,76.910004,75.080002,75.599998,75.599998,25254400
18-02-2015,75.940002,76.900002,75.449997,76.709999,76.709999,22426400
19-02-2015,76.989998,79.839996,76.949997,79.419998,79.419998,45851200
20-02-2015,79.550003,80.339996,79.199997,79.900002,79.900002,36931700
23-02-2015,79.959999,80.190002,78.379997,78.839996,78.839996,24139100
24-02-2015,78.5,79.480003,78.099998,78.449997,78.449997,18897100
25-02-2015,78.5,80.199997,78.5,79.559998,79.559998,25593800
26-02-2015,79.879997,81.370003,79.720001,80.410004,80.410004,31111900
27-02-2015,80.68,81.230003,78.620003,78.970001,78.970001,30739200
02-03-2015,79,79.860001,78.519997,79.75,79.75,21662500
03-03-2015,79.610001,79.699997,78.519997,79.599998,79.599998,18635000
04-03-2015,79.300003,81.150002,78.849998,80.900002,80.900002,28126700
05-03-2015,81.230003,81.989998,81.050003,81.209999,81.209999,27825700
06-03-2015,80.900002,81.330002,79.830002,80.010002,80.010002,24488600
09-03-2015,79.68,79.910004,78.629997,79.440002,79.440002,18925100
10-03-2015,78.5,79.260002,77.550003,77.550003,77.550003,23067100
11-03-2015,77.800003,78.43,77.260002,77.57,77.57,20215700
12-03-2015,78.099998,79.050003,77.910004,78.93,78.93,16093300
13-03-2015,78.599998,79.379997,77.68,78.050003,78.050003,18557300
16-03-2015,77.959999,78.120003,77.360001,78.07,78.07,19305400
17-03-2015,78.360001,79.779999,78.339996,79.360001,79.360001,22170000
18-03-2015,79.25,81.239998,79.169998,80.910004,80.910004,36912400
19-03-2015,81.120003,83,81,82.75,82.75,42099500
20-03-2015,83.389999,84.599998,83.07,83.800003,83.800003,44466300
23-03-2015,83.919998,84.959999,83.300003,84.43,84.43,27357300
24-03-2015,84.709999,86.07,84.519997,85.309998,85.309998,32576500
25-03-2015,85.5,85.519997,82.919998,82.919998,82.919998,37436100
26-03-2015,82.720001,83.769997,82.139999,83.010002,83.010002,32794800
27-03-2015,83.379997,83.949997,82.879997,83.300003,83.300003,18372600
30-03-2015,83.809998,84.339996,82.410004,83.199997,83.199997,24527700
31-03-2015,82.900002,83.5,82.209999,82.220001,82.220001,19734300
01-04-2015,82.5,82.720001,80.870003,81.669998,81.669998,22058200
02-04-2015,82.25,82.559998,81.440002,81.559998,81.559998,19664100
06-04-2015,80.800003,82.809998,80.800003,82.440002,82.440002,19062900
07-04-2015,82.650002,83.419998,82.220001,82.32,82.32,17467000
08-04-2015,82.629997,83.099998,81.839996,82.279999,82.279999,18966700
09-04-2015,82.5,82.800003,81.709999,82.169998,82.169998,15927300
10-04-2015,82.209999,82.610001,81.910004,82.040001,82.040001,12529700
13-04-2015,81.93,83.940002,81.919998,83.010002,83.010002,26883100
14-04-2015,83.169998,83.690002,82.440002,83.519997,83.519997,19634200
15-04-2015,83.550003,83.660004,82.269997,82.709999,82.709999,22390900
16-04-2015,82.470001,83.07,82.150002,82.309998,82.309998,13769700
17-04-2015,81.480003,82.110001,80.370003,80.779999,80.779999,24215000
20-04-2015,81.540001,83.150002,81.239998,83.089996,83.089996,28796800
21-04-2015,84,84.489998,83.540001,83.620003,83.620003,27171900
22-04-2015,84.32,84.739998,83.650002,84.629997,84.629997,45548000
23-04-2015,84.099998,85.589996,82.410004,82.410004,82.410004,73728100
24-04-2015,82.769997,82.940002,81.480003,81.529999,81.529999,29660400
27-04-2015,81.870003,82.93,81.629997,81.910004,81.910004,25446000
28-04-2015,81.830002,81.900002,80.230003,80.68,80.68,23775300
29-04-2015,80.010002,81.389999,79.519997,80.470001,80.470001,26430300
30-04-2015,80.010002,80.959999,78.32,78.769997,78.769997,28999000
01-05-2015,79.239998,79.760002,78.110001,78.989998,78.989998,24136400
04-05-2015,79.330002,79.690002,78.629997,78.809998,78.809998,14692000
05-05-2015,78.550003,78.800003,77.220001,77.559998,77.559998,22311300
06-05-2015,77.970001,78.809998,77.050003,78.099998,78.099998,28663000
07-05-2015,78,78.940002,77.559998,78.43,78.43,19749400
08-05-2015,79.099998,79.230003,78.029999,78.510002,78.510002,19943600
11-05-2015,78.480003,79.029999,77.93,78.010002,78.010002,18874100
12-05-2015,77.870003,77.889999,76.790001,77.459999,77.459999,21285300
13-05-2015,77.720001,78.529999,77.650002,78.440002,78.440002,21512300
14-05-2015,78.940002,81.849998,78.669998,81.370003,81.370003,49438000
15-05-2015,81.410004,81.519997,80.18,80.419998,80.419998,27069900
18-05-2015,80.330002,81.379997,80.230003,80.879997,80.879997,21613700
19-05-2015,81.25,81.690002,80.550003,80.629997,80.629997,17955400
20-05-2015,80.470001,81.099998,79.459999,80.550003,80.550003,23056900
21-05-2015,80.190002,80.919998,80.080002,80.480003,80.480003,13402700
22-05-2015,80.349998,81.309998,80.25,80.540001,80.540001,19567900
26-05-2015,80.43,80.599998,79.080002,79.330002,79.330002,16321300
27-05-2015,79.599998,80.660004,79.43,80.550003,80.550003,14160900
28-05-2015,80.25,81.07,80,80.150002,80.150002,11982000
29-05-2015,79.949997,80.07,78.879997,79.190002,79.190002,16134600
01-06-2015,79.300003,80.379997,78.660004,80.290001,80.290001,18119000
02-06-2015,79.760002,81.349998,79.559998,80.440002,80.440002,18923300
03-06-2015,81.349998,82.529999,81.25,82.440002,82.440002,31594700
04-06-2015,82.139999,82.949997,81.510002,82.050003,82.050003,20863900
05-06-2015,81.870003,82.459999,81.510002,82.139999,82.139999,16143100
08-06-2015,81.82,82,80.129997,80.669998,80.669998,16915500
09-06-2015,80.599998,81.190002,79.32,80.669998,80.669998,16497500
10-06-2015,80.830002,82.599998,80.809998,82.160004,82.160004,21531200
11-06-2015,82.309998,82.900002,81.360001,81.830002,81.830002,18656800
12-06-2015,81.370003,82.089996,81.199997,81.529999,81.529999,11417900
15-06-2015,80.550003,80.93,80.07,80.709999,80.709999,18805100
16-06-2015,80.82,81.510002,80.449997,81.059998,81.059998,13693700
17-06-2015,81.760002,82.220001,81.339996,81.790001,81.790001,18350300
18-06-2015,81.639999,83.190002,81.57,82.910004,82.910004,26782600
19-06-2015,82.830002,82.980003,82.120003,82.510002,82.510002,23353200
22-06-2015,83.410004,84.970001,83.309998,84.739998,84.739998,29383100
23-06-2015,84.959999,87.970001,84.760002,87.879997,87.879997,50667900
24-06-2015,87.660004,89.25,87.449997,88.860001,88.860001,41370200
25-06-2015,89.260002,89.400002,87.839996,87.980003,87.980003,27302000
26-06-2015,88.120003,88.339996,86.830002,88.010002,88.010002,38214600
29-06-2015,86.610001,87.5,85.730003,85.800003,85.800003,35957900
30-06-2015,86.599998,86.699997,85.57,85.769997,85.769997,23016500
01-07-2015,86.769997,87.949997,86.489998,86.910004,86.910004,25260000
02-07-2015,87.400002,87.440002,86.339996,87.290001,87.290001,16908800
06-07-2015,86.489998,88.190002,86.389999,87.550003,87.550003,24635900
07-07-2015,87.800003,87.849998,85.230003,87.220001,87.220001,33059900
08-07-2015,86.290001,86.75,85.449997,85.650002,85.650002,24399300
09-07-2015,86.730003,87.599998,85.650002,85.879997,85.879997,23144200
10-07-2015,87.349998,88.220001,86.769997,87.949997,87.949997,23245900
13-07-2015,88.660004,90.220001,88.419998,90.099998,90.099998,29976700
14-07-2015,90.459999,90.800003,89.650002,89.68,89.68,26627800
15-07-2015,90,90.989998,89.419998,89.760002,89.760002,30886600
16-07-2015,90.279999,90.860001,89.769997,90.849998,90.849998,21804100
17-07-2015,92.550003,95.389999,92.540001,94.970001,94.970001,54001600
20-07-2015,95.849998,98.599998,95.360001,97.910004,97.910004,54860500
21-07-2015,98.949997,99.239998,97.139999,98.389999,98.389999,39453300
22-07-2015,96.739998,97.580002,95.919998,97.040001,97.040001,28299500
23-07-2015,96.959999,97.449997,94.809998,95.440002,95.440002,29418800
24-07-2015,97.349998,97.760002,95.879997,96.949997,96.949997,33444900
27-07-2015,96.580002,96.610001,93.830002,94.169998,94.169998,38585400
28-07-2015,94.839996,95.559998,93.309998,95.290001,95.290001,35236000
29-07-2015,96.32,97.279999,94.739998,96.989998,96.989998,64648300
30-07-2015,94.910004,95.809998,91.800003,95.209999,95.209999,86211300
31-07-2015,94.949997,96.330002,93.949997,94.010002,94.010002,46509000
03-08-2015,93.529999,95.080002,92.800003,94.139999,94.139999,29343100
04-08-2015,93.790001,94.730003,93.330002,94.059998,94.059998,20136000
